ID,Exercise,Calories Burn,Dream Weight,Actual Weight,Age,Gender,Duration,Heart Rate,BMI,Weather Conditions,Exercise Intensity
11118,Exercise 7,291.7884552376209,91.9594969866207,79.48560674143695,41.0,Female,54.0,,43.78781810875132,Cloudy,7.0
11119,Exercise 10,236.35315876932114,96.21404789675246,75.4422593674913,50.0,Male,60.0,188.0,35.65861285140983,Rainy,
11120,Exercise 3,262.39910985191653,93.31908254117272,75.78603204520975,,Female,52.0,172.0,42.77664319695052,Cloudy,6.0
11121,Exercise 2,,95.78153024065323,76.18919956554664,55.0,Female,28.0,147.0,48.69371892595463,Sunny,4.0
11122,Exercise 1,299.78145762412316,94.29008950062884,88.96646808805815,33.0,Male,19.0,162.0,58.25585991142098,Rainy,6.0
11123,Exercise 6,261.06016917898035,85.72507768555265,89.83327342895356,57.0,,,182.0,66.7351039837751,Cloudy,2.0
11124,Exercise 7,218.3504480645278,89.74177022650505,85.69966663711818,50.0,Female,59.0,177.0,58.658331006815196,,6.0
11125,Exercise 1,274.0819454068314,89.9402832785725,86.97595848559035,28.0,Female,55.0,186.0,,Rainy,
11126,Exercise 6,279.82198414343435,92.48641062215749,79.47557177573883,46.0,Female,18.0,150.0,61.101106155912014,Sunny,6.0
11127,Exercise 9,267.6565226396549,89.02327923634441,74.47845580563003,25.0,Female,,168.0,68.26352313233852,,8.0
11128,Exercise 6,,89.5830108990348,79.00079890578962,52.0,Male,24.0,178.0,,Sunny,9.0
11129,Exercise 5,202.3533625033397,95.49255414598937,80.83876333855193,49.0,,46.0,145.0,66.00626286761009,Rainy,3.0
11130,Exercise 9,245.4058291161788,86.91251697918686,76.91550465689181,33.0,Female,,153.0,31.21694871118332,Sunny,3.0
11131,Exercise 3,214.44085601250293,93.5815246409136,,48.0,Female,21.0,173.0,32.525090420097825,Sunny,4.0
11132,Exercise 3,215.7801868799455,82.65402976448087,73.71576748806288,22.0,Male,43.0,149.0,53.074666326181315,Sunny,2.0
11133,Exercise 2,242.9547285799203,87.15785096687003,78.31972374903569,28.0,Female,21.0,157.0,36.34730302415541,Sunny,2.0
11134,Exercise 5,290.36748824560004,,88.31262921329979,38.0,Male,58.0,156.0,60.34601563144345,Rainy,9.0
11135,Exercise 3,252.66338642947804,83.33604137311973,78.61011461647188,52.0,Male,48.0,153.0,65.79871440694046,Rainy,10.0
11136,Exercise 3,281.2127048488738,,,45.0,Female,20.0,141.0,36.10519055402821,Sunny,5.0
11137,Exercise 4,299.18695045706534,96.72458095075496,73.59451134696826,21.0,Male,54.0,170.0,33.3811472208223,Cloudy,
11138,Exercise 5,,,87.58315860637225,50.0,Female,41.0,172.0,49.52506271083451,Sunny,2.0
11139,Exercise 6,220.21292806102852,96.71016365287186,72.2340380180203,54.0,Female,21.0,166.0,,Sunny,5.0
11140,Exercise 4,219.56504690269804,,83.62191951000808,27.0,Female,,159.0,43.58244281500082,Sunny,1.0
11141,Exercise 4,256.02443474669406,,72.50369205516272,55.0,Female,27.0,171.0,63.61000495165459,Cloudy,6.0
11142,Exercise 6,,81.95359977899757,79.86646811519594,41.0,Male,42.0,158.0,60.51240142348176,,5.0
11143,Exercise 5,239.68205750027244,,83.61748795972227,34.0,Female,53.0,159.0,38.73835762719567,Rainy,2.0
11144,Exercise 3,288.13977964073257,99.72423442125339,87.75942790676079,40.0,,55.0,163.0,48.732130100129936,Sunny,4.0
11145,Exercise 2,212.48125050907453,93.27708992124057,77.571390207688,60.0,Female,20.0,147.0,64.20293593689256,Sunny,3.0
11146,Exercise 3,239.45086525625078,92.19328156851996,76.80677360335277,43.0,Male,51.0,163.0,40.00881862781556,Cloudy,7.0
11147,Exercise 7,257.0803779867009,98.15254357201562,,20.0,Male,33.0,,34.291803836993196,Cloudy,9.0
11148,Exercise 5,210.16979529412617,83.45247577364422,88.19090021441716,25.0,Female,58.0,188.0,44.901165233088015,Sunny,
11149,Exercise 5,253.0303594718199,86.40841447384352,,25.0,Female,,150.0,65.89244000152044,Sunny,
11150,Exercise 7,251.48261001561394,86.11532008563397,72.22701196049476,32.0,Male,23.0,178.0,65.36896536899992,Rainy,
11151,Exercise 1,279.58728025082166,89.63324490891358,78.46431527387413,35.0,Male,19.0,148.0,64.49916883541991,Cloudy,2.0
11152,Exercise 3,221.45812775749445,80.70136775313972,70.9334012758632,59.0,Male,60.0,152.0,40.460878616383056,,7.0
11153,Exercise 8,224.82325872232366,85.83720956122504,77.64119973203807,46.0,Female,22.0,142.0,60.38327341628133,Rainy,9.0
11154,Exercise 7,238.9112822510822,82.91326398580775,73.01417567495785,22.0,Male,52.0,146.0,49.267714519009076,Cloudy,2.0
11155,Exercise 2,224.4367685172316,98.43023915625848,76.05411649317466,40.0,Female,47.0,167.0,65.33507742055767,Sunny,3.0
11156,Exercise 2,265.91973000061813,80.61301353078971,77.34937459993395,45.0,Female,43.0,160.0,54.2718643029815,Cloudy,5.0
11157,Exercise 10,299.5819573305559,93.78371123989812,86.846785870899,32.0,,44.0,178.0,,Cloudy,1.0
11158,Exercise 2,206.1630560374598,,86.52694785147337,31.0,Male,23.0,177.0,55.26937127791901,Rainy,7.0
11159,Exercise 5,235.4832525692221,92.31268921895308,77.12678439628021,45.0,Female,42.0,,,Cloudy,2.0
11160,Exercise 5,273.0237368064995,82.14213649485882,,31.0,,39.0,143.0,,Sunny,2.0
11161,Exercise 9,267.5054232609337,84.74089792223062,73.23709800476469,49.0,Male,43.0,147.0,40.01561603456338,Sunny,3.0
11162,Exercise 4,261.3507637650231,94.74591711456071,89.58758360812769,51.0,Male,57.0,140.0,50.297103784229385,Cloudy,6.0
11163,Exercise 6,291.405414716715,88.22477570049205,86.52018697141122,54.0,Male,29.0,,39.18901058024339,Rainy,9.0
11164,Exercise 7,249.5734216891261,81.82583166950408,74.54351884536456,51.0,Male,58.0,182.0,68.69067361015705,Cloudy,6.0
11165,Exercise 1,216.00218474155778,80.71412631014203,87.10139893930095,52.0,Female,,179.0,39.53954888977718,Cloudy,7.0
11166,Exercise 6,252.65474101496437,82.11156506952958,86.10034360918462,23.0,Female,34.0,169.0,,Rainy,6.0
11167,Exercise 8,296.0368123016723,87.34235820650514,,31.0,,46.0,165.0,60.37571538596993,Rainy,5.0
11168,Exercise 8,245.50531872574808,82.5080656800192,70.58169514843262,49.0,Female,31.0,168.0,34.071670343620035,Sunny,10.0
11169,Exercise 2,229.4654467055958,90.44223212196424,80.52303962462159,53.0,Female,,162.0,39.6120803722345,Rainy,4.0
11170,Exercise 1,217.14664406076955,87.63815721079834,87.30203009580444,46.0,Male,49.0,180.0,35.19754329714772,Rainy,6.0
11171,Exercise 10,226.7276972308397,83.95831541682274,,48.0,Male,34.0,152.0,47.97793206199243,Rainy,2.0
11172,Exercise 8,232.94559374190334,99.15842640264307,74.01709475632822,45.0,Female,31.0,170.0,63.489072114537834,Sunny,3.0
11173,Exercise 5,212.72160625834258,88.8335582625835,81.97768030130126,51.0,Male,26.0,162.0,31.05921929839767,Rainy,8.0
11174,Exercise 2,299.33291580694504,89.98596854680356,89.96412379147523,56.0,Male,42.0,148.0,68.4702233976404,Sunny,5.0
11175,Exercise 5,235.25460026522632,80.1446543334164,75.79666937365259,45.0,Male,57.0,165.0,52.279015799637584,Rainy,8.0
11176,Exercise 3,298.8835865551016,81.8822286008782,,59.0,Female,40.0,,47.040872629708474,,8.0
11177,Exercise 2,242.09305192653937,96.97133523929536,70.6154255590972,20.0,Female,41.0,181.0,,,10.0
11178,Exercise 5,224.68629805811926,83.33306971984084,80.13520466433401,43.0,Female,49.0,166.0,33.58655444422024,Cloudy,1.0
11179,Exercise 6,290.46610278499725,89.75045084372357,80.25496479091271,58.0,Male,44.0,,41.3881987414876,,5.0
11180,Exercise 8,291.58081980069545,,72.47101692097355,,Female,44.0,149.0,36.73693026852861,Cloudy,1.0
11181,Exercise 6,205.3632544128107,88.88306707555614,71.50992238911127,49.0,Female,52.0,171.0,33.43014955117452,Cloudy,4.0
11182,Exercise 7,263.62616799179295,,75.74587686441953,57.0,Female,55.0,154.0,65.50098791697619,Sunny,9.0
11183,Exercise 3,296.7608136232486,94.45203788138666,80.29879224808961,46.0,Female,24.0,182.0,40.15615423109132,Cloudy,8.0
11184,Exercise 7,221.05149401339233,85.36612530578104,87.45937775749809,28.0,Male,60.0,152.0,35.51512329353036,Cloudy,8.0
11185,Exercise 2,265.33494119514717,89.54294482383446,76.94180269089276,35.0,Male,51.0,177.0,61.31463052504592,,1.0
11186,Exercise 5,290.44562926849176,93.4686470168869,82.7273703695978,,Male,42.0,166.0,46.56882174234291,Rainy,6.0
11187,Exercise 8,277.97298166175426,88.65381240502417,86.16480948035178,54.0,Female,55.0,158.0,58.127782088026535,Rainy,7.0
11188,Exercise 9,274.3433486857638,,89.48600173309342,49.0,Female,18.0,169.0,53.42981557495597,Cloudy,4.0
11189,Exercise 4,238.62969145557832,,89.27936084266395,42.0,,,170.0,57.311274210875915,Sunny,1.0
11190,Exercise 9,261.28893154676985,,81.75124127470347,,Male,40.0,172.0,39.15977762298144,Cloudy,1.0
11191,Exercise 8,295.8706828761958,85.86181207942808,85.34599638061779,24.0,Male,54.0,186.0,36.76136871738461,Sunny,3.0
11192,Exercise 5,206.7003775080072,84.61513493645747,72.79558012824312,31.0,Female,28.0,151.0,52.63322911595428,Rainy,3.0
11193,Exercise 8,,83.49806314510836,80.45751162347496,,,21.0,189.0,56.16677374337825,Rainy,5.0
11194,Exercise 1,292.8492874816149,,72.13857119460107,35.0,,,184.0,38.49415214457055,,6.0
11195,Exercise 2,282.5254472370378,92.37158461671422,77.46915888190469,33.0,Male,29.0,177.0,66.99500758610193,Sunny,3.0
11196,Exercise 10,272.8650357766692,96.92479212150394,82.54573693679826,43.0,Male,52.0,154.0,53.781399739234544,,
11197,Exercise 5,284.04199829625975,96.79942443226092,89.67261198219117,45.0,Female,38.0,183.0,59.075738585884125,Rainy,3.0
11198,Exercise 6,242.59464540629762,87.82890589269043,78.86155216511624,58.0,Female,34.0,176.0,65.34604175656611,Sunny,3.0
11199,Exercise 10,297.22518728076375,85.98651137568223,82.60395504680035,,Female,25.0,189.0,42.112738655494596,Sunny,10.0
11200,Exercise 2,298.2148056678511,94.55204158105954,77.11441986950972,54.0,Female,29.0,151.0,44.63246141098054,Sunny,7.0
11201,Exercise 8,226.31860867603487,80.71471454314917,71.37962014645366,58.0,Male,58.0,184.0,51.523228015904756,Rainy,3.0
11202,Exercise 1,275.5246047459784,98.51535466723828,80.58096346503419,41.0,Female,30.0,,60.385773475595556,Sunny,7.0
11203,Exercise 6,221.79536411051117,90.10304515459012,80.31780470407273,26.0,Male,40.0,170.0,39.11819680332737,Sunny,1.0
11204,Exercise 6,202.8075694324766,98.82934868456285,82.18020146093771,41.0,Male,36.0,189.0,50.667065350874466,Rainy,8.0
11205,Exercise 1,226.8938317443198,,86.41239874142303,57.0,Male,41.0,152.0,43.20929268760935,,10.0
11206,Exercise 4,284.41683048030404,84.15009467536336,84.22890879691994,25.0,Female,,171.0,58.65749676582725,Rainy,3.0
11207,Exercise 8,271.5016425064106,90.83552036069983,80.44800211351651,37.0,Female,27.0,140.0,49.29890710353455,Cloudy,7.0
11208,Exercise 6,237.62609344084933,93.41949230489526,,29.0,Male,21.0,163.0,53.11482640796008,Rainy,6.0
11209,Exercise 2,238.37471626851078,,88.36040261558827,55.0,Female,40.0,152.0,65.59128467497096,Cloudy,5.0
11210,Exercise 3,274.3895412119143,90.36746194714762,77.28758784972366,32.0,Female,31.0,140.0,41.79299041308197,Sunny,9.0
11211,Exercise 5,203.59470022507605,81.08999920849054,71.87438621950042,55.0,Male,60.0,176.0,35.869153563089675,Rainy,7.0
11212,Exercise 8,261.3435506944763,94.05330453983137,78.70911028862892,35.0,Male,33.0,180.0,31.208589146883504,Rainy,5.0
11213,Exercise 3,209.08872944033436,82.50633814660752,89.2448362034012,39.0,Female,55.0,182.0,51.87989723939604,Rainy,6.0
11214,Exercise 6,274.02610891073147,85.14157615585393,81.00125789244188,40.0,Female,37.0,155.0,48.13444304807555,Cloudy,1.0
11215,Exercise 7,223.6289991607804,,80.31945649109589,29.0,Female,53.0,158.0,44.47327376202189,Cloudy,2.0
11216,Exercise 2,201.98328441925747,98.28887894569812,,33.0,Female,39.0,155.0,38.787262075700056,Sunny,3.0
11217,Exercise 5,272.0193202672559,92.91990722782339,70.62336053802385,39.0,Male,60.0,141.0,55.88161203900229,Sunny,8.0
11218,Exercise 9,219.5323971317628,97.43102552225689,84.13095322771254,27.0,Male,31.0,184.0,,Rainy,8.0
11219,Exercise 1,,,71.88731829229833,52.0,Male,54.0,146.0,59.22775736394179,Sunny,6.0
11220,Exercise 2,267.27670100225333,97.78781085167722,84.39151940264773,40.0,Female,19.0,167.0,60.783185172364156,Cloudy,9.0
11221,Exercise 7,297.6987781195901,84.88599458767057,72.62886688446636,27.0,Male,39.0,165.0,32.48438278664033,Cloudy,
11222,Exercise 10,279.97239322236373,89.69594518056726,86.34170567203206,26.0,Male,49.0,158.0,31.913220758880264,Sunny,
11223,Exercise 3,,86.1448970239566,77.56797128921265,,Male,35.0,175.0,30.33603395732742,Rainy,
11224,Exercise 3,280.08631329375964,92.0959857241184,74.08690764311923,25.0,Male,48.0,144.0,35.637930722676714,Cloudy,5.0
11225,Exercise 1,266.6447959474232,99.86814749370822,,,Male,,189.0,40.1226053245621,Sunny,
11226,Exercise 6,297.66259765150954,90.27425766383138,70.38388661721822,22.0,Female,32.0,173.0,38.45745236042504,Cloudy,2.0
11227,Exercise 3,213.6261358862188,82.04345119899853,73.1785999521177,28.0,Female,29.0,156.0,51.919330870972345,Sunny,5.0
11228,Exercise 6,214.5479480448997,82.90435347533887,81.2351678670086,22.0,Female,45.0,169.0,43.83242185505917,Rainy,5.0
11229,Exercise 8,215.70066494219327,85.77924474658847,,26.0,Male,43.0,177.0,32.60943811383114,Sunny,10.0
11230,Exercise 9,233.39829302341192,92.2242963099696,75.80420428280543,59.0,Female,45.0,169.0,52.56447148931408,Cloudy,6.0
11231,Exercise 5,272.07565275225505,97.54587111287607,81.07434975328786,42.0,Male,46.0,,63.31806870621924,Cloudy,7.0
11232,Exercise 5,279.5750312049342,80.25575492549764,,58.0,Male,24.0,166.0,65.53117483227163,Sunny,3.0
11233,Exercise 9,,94.15014982661654,71.28029552978897,43.0,Female,36.0,150.0,33.6433352183746,Rainy,
11234,Exercise 6,262.6426111252997,98.24545012694414,85.29662037222856,48.0,Female,46.0,155.0,,Rainy,8.0
11235,Exercise 4,,,82.95633114622797,51.0,Male,39.0,173.0,46.376060439906716,,7.0
11236,Exercise 3,268.577687008574,86.88843018490766,78.54992189962503,55.0,Female,48.0,144.0,46.102924658023625,Rainy,5.0
11237,Exercise 7,217.43979399729452,97.79304613267081,87.27728519688313,42.0,Male,,158.0,32.81044391162282,Sunny,1.0
11238,Exercise 7,222.12098027289187,88.45101228616966,77.1269749048158,47.0,Male,37.0,150.0,42.003665063906155,,10.0
11239,Exercise 8,257.6708202160363,87.58749792920386,76.00886513605083,41.0,Female,34.0,149.0,60.87535581171464,Cloudy,3.0
11240,Exercise 3,210.41035567511446,85.16086548760846,80.88336095106125,29.0,Female,30.0,168.0,,,10.0
11241,Exercise 6,245.9927519617274,94.71944895105526,86.45693736129516,,Male,31.0,179.0,64.28599022643016,Sunny,4.0
11242,Exercise 2,,84.44188414948421,87.20629069283575,58.0,Female,58.0,142.0,,Cloudy,9.0
11243,Exercise 2,223.31731490585804,87.9745217444353,73.09927294463587,22.0,Female,26.0,150.0,,Rainy,4.0
11244,Exercise 8,227.7257295892639,80.46622156369021,75.63390090740657,59.0,Female,51.0,167.0,58.19306731231059,Sunny,
11245,Exercise 5,222.7797395192136,88.85296453818972,86.05841633425206,32.0,Female,46.0,166.0,35.676682639267845,Sunny,
11246,Exercise 10,252.4758073345979,97.49024234519682,,52.0,Male,52.0,151.0,37.75712702748439,Cloudy,2.0
11247,Exercise 3,246.60675981130552,92.6101264253513,86.22774579062927,40.0,Female,60.0,159.0,60.59966806299542,Sunny,6.0
11248,Exercise 2,276.75382315085574,98.64765736299367,89.2959108907779,59.0,Male,59.0,161.0,,Sunny,10.0
11249,Exercise 8,,97.00966267268925,84.59525543923242,54.0,Male,38.0,154.0,53.22105334771646,Rainy,1.0
11250,Exercise 5,270.28720478317155,86.86319601851658,72.30672486023829,28.0,Female,38.0,169.0,63.578072878580194,Sunny,10.0
11251,Exercise 6,234.72338955638003,86.53557873682817,77.84457111760953,29.0,,40.0,174.0,42.282196838948714,Sunny,9.0
11252,Exercise 5,211.14556565609723,80.75548016329034,82.6672955569187,28.0,Male,48.0,144.0,47.82778502775324,Rainy,4.0
11253,Exercise 2,207.2792830259432,97.01747345707267,88.55335808866589,33.0,Female,38.0,,38.0611649487353,Cloudy,2.0
11254,Exercise 5,265.12483718965774,89.3024176350915,76.73279380381149,,Female,50.0,175.0,53.42147700001915,Cloudy,3.0
11255,Exercise 4,231.4529536871438,82.53071408095067,70.23087295848943,36.0,Female,25.0,160.0,52.61065389121822,Rainy,1.0
11256,Exercise 2,297.38398830467673,80.8392304512398,78.77432869941788,36.0,Male,57.0,189.0,42.36452085781847,Cloudy,10.0
11257,Exercise 8,296.2285299822993,91.01258009714492,72.08361440744518,51.0,Female,49.0,181.0,48.67120488824574,Rainy,6.0
11258,Exercise 1,291.5982393331015,88.41292056689485,75.12224468661032,51.0,Female,34.0,171.0,69.70014362140384,Rainy,
11259,Exercise 10,286.4323420603746,86.893198149711,,57.0,Male,47.0,160.0,41.119244556956716,Rainy,6.0
11260,Exercise 1,256.51718600562805,85.52956955216717,83.86666785973668,47.0,Female,,,45.91264032340005,Sunny,6.0
11261,Exercise 7,299.61474065163986,92.3316583092845,79.0272648868137,22.0,,34.0,160.0,38.94302867175914,Cloudy,3.0
11262,Exercise 5,268.02288792570306,,85.94667702706494,33.0,Male,53.0,158.0,32.12953191835582,Rainy,6.0
11263,Exercise 1,213.97415694754778,,71.83342091107247,55.0,Female,51.0,170.0,49.23966542232524,Cloudy,4.0
11264,Exercise 3,267.4608075778588,86.61756181904505,88.64473098466537,26.0,Female,24.0,,,,2.0
11265,Exercise 10,,96.03253034765166,,27.0,Male,57.0,169.0,33.83827043997127,Sunny,4.0
11266,Exercise 5,239.685499369335,,,22.0,Female,21.0,,30.606854602848806,Sunny,3.0
11267,Exercise 7,259.7857342553426,97.3722792108162,79.52352739110125,42.0,Male,44.0,151.0,30.061430816763064,Rainy,4.0
11268,Exercise 6,215.21331167375942,,88.05998506198829,21.0,Male,59.0,173.0,32.867863699270664,Sunny,8.0
11269,Exercise 10,246.2872258773793,96.77927123321062,89.64881982831815,31.0,Male,19.0,163.0,49.77432216007462,,9.0
11270,Exercise 2,,92.95082290648273,79.55527809863743,49.0,Male,35.0,166.0,48.41231707159049,Cloudy,9.0
11271,Exercise 5,242.07421502988274,89.91929402271117,86.50037057379268,58.0,Female,18.0,159.0,50.37267257540819,Rainy,
11272,Exercise 1,228.2301348493618,86.92408322874358,77.69181871265455,54.0,Male,53.0,,62.8063763818111,Cloudy,6.0
11273,Exercise 5,234.2231670785107,82.39206048519105,82.44548475180673,55.0,Male,41.0,177.0,,Sunny,6.0
11274,Exercise 8,212.27532481833197,82.7240665211904,76.37818470067329,34.0,Female,43.0,158.0,34.90937999143326,Cloudy,1.0
11275,Exercise 1,,81.28382617730772,77.74672722485914,39.0,Male,50.0,176.0,47.561594781062276,,7.0
11276,Exercise 10,271.86950444543413,91.03426600092381,72.00328738650965,21.0,Male,37.0,148.0,53.88547320914354,Sunny,8.0
11277,Exercise 3,245.67287932818553,86.34367206465578,86.27407422552865,52.0,Female,40.0,,,Rainy,5.0
11278,Exercise 6,,91.64616622371135,81.98189536364806,56.0,Female,44.0,146.0,46.90144773439195,Rainy,1.0
11279,Exercise 1,296.51505193170385,87.1875461666425,71.47234236914939,36.0,Female,58.0,167.0,38.25176625463963,Rainy,8.0
11280,Exercise 4,244.0872640867068,,84.18793433464258,39.0,Male,40.0,141.0,36.981352024623455,Rainy,2.0
11281,Exercise 5,238.73325445506487,93.5388183185774,83.22686027135293,28.0,Male,50.0,173.0,69.7932195175733,Rainy,
11282,Exercise 8,234.07198637712207,85.38364609822018,71.5763287482905,24.0,Male,21.0,160.0,64.54745536967522,Sunny,3.0
11283,Exercise 10,,95.09471103417475,88.3828879746734,30.0,Male,51.0,168.0,40.45801916072869,Sunny,10.0
11284,Exercise 7,229.6269196508909,97.7731324322105,80.94124398462814,21.0,Male,59.0,187.0,42.883882620501254,Sunny,10.0
11285,Exercise 3,243.45284916841496,91.89469189087883,89.0238013854366,35.0,Female,59.0,175.0,34.44137657121645,Cloudy,9.0
11286,Exercise 1,222.51591718335436,,87.04137642331881,41.0,Male,40.0,146.0,62.550893856686265,Rainy,1.0
11287,Exercise 10,246.56521377005998,93.59597674943997,70.14826124237594,51.0,Female,52.0,189.0,67.7058765541015,Rainy,9.0
11288,Exercise 2,282.03114690883945,99.40346825103497,73.51657328585229,52.0,Male,,174.0,56.55603431900313,Cloudy,1.0
11289,Exercise 6,231.30113337493904,89.12703383379396,77.7710768370996,50.0,Female,55.0,183.0,54.91931503183261,Rainy,9.0
11290,Exercise 9,263.1943828808373,96.43624775065236,75.07459333724498,51.0,Female,43.0,173.0,56.782313052278596,Cloudy,7.0
11291,Exercise 5,218.22038290276186,83.63925475033867,,60.0,Male,60.0,188.0,59.999554247158976,Cloudy,10.0
11292,Exercise 6,206.96304217772402,,87.1648887924032,29.0,Male,54.0,190.0,,Rainy,9.0
11293,Exercise 1,272.27395076894294,89.22448090703473,83.61859596916256,58.0,Male,22.0,188.0,47.73989986111218,Cloudy,9.0
11294,Exercise 1,,90.38420534517299,89.42521868506532,34.0,Male,40.0,,65.72779373839869,Rainy,10.0
11295,Exercise 9,250.55461910629384,96.0924087763251,79.77151512701995,43.0,Male,21.0,153.0,44.33818014545256,Cloudy,9.0
11296,Exercise 10,290.37235987767167,87.21813762196095,89.23318679322304,51.0,Female,45.0,143.0,39.03120573184431,Cloudy,8.0
11297,Exercise 2,260.3235424420843,95.25356395135736,81.541582483016,,Male,28.0,182.0,60.415632899350754,,8.0
11298,Exercise 8,272.78426571910614,88.67342972423708,86.77390055301805,45.0,Female,59.0,187.0,59.71361250578491,Sunny,10.0
11299,Exercise 2,225.29591614812765,86.05867449063356,87.69791669853856,26.0,Male,35.0,166.0,68.87918921743261,Cloudy,3.0
11300,Exercise 5,239.3756672770494,80.81605683590128,70.37360388209405,44.0,Female,24.0,,56.9875789896758,Rainy,3.0
11301,Exercise 8,277.21029744871356,80.54418895483349,81.11534554937077,26.0,Female,51.0,185.0,33.37281572730371,Rainy,7.0
11302,Exercise 5,283.34020303973523,97.57620517812181,80.00049858651025,54.0,Female,,177.0,55.58486639888497,Sunny,9.0
11303,Exercise 7,244.24574254779418,80.54449158928732,76.6368464887059,28.0,Male,52.0,157.0,33.7975727765874,Sunny,5.0
11304,Exercise 8,267.2509925880525,89.0180082503154,74.34392866147685,60.0,Female,23.0,186.0,47.25112896929062,Sunny,9.0
11305,Exercise 6,259.3407430895442,96.51506878630197,80.78778657884199,50.0,Male,19.0,154.0,62.68354980906813,Rainy,2.0
11306,Exercise 9,270.12494503194375,80.42195388409831,89.66616549819878,26.0,Male,,159.0,48.95650004638311,,7.0
11307,Exercise 3,281.5625160766593,85.50664187732082,77.05334726133854,32.0,Male,40.0,140.0,66.58525258728565,Rainy,7.0
11308,Exercise 8,233.11451748489895,80.08574293990974,76.12151154714711,46.0,Female,28.0,179.0,34.47725657453715,Sunny,7.0
11309,Exercise 2,200.0218014895941,89.28091721852495,83.7412294593792,47.0,Female,27.0,163.0,37.67443194292556,Rainy,10.0
11310,Exercise 3,273.8037831880838,87.09258673048978,79.86907655997709,39.0,Male,30.0,160.0,34.11494145566108,Sunny,9.0
11311,Exercise 7,293.7937834277378,88.21020638789864,83.2782391862151,25.0,Male,60.0,185.0,41.887738340660746,Rainy,2.0
11312,Exercise 2,278.0497347777055,86.67293442350527,71.00402817818423,55.0,Male,,167.0,39.86386852958034,Cloudy,3.0
11313,Exercise 3,268.7332697835511,88.89948849238567,71.6766251771915,52.0,Male,54.0,143.0,66.82152254494417,Sunny,8.0
11314,Exercise 5,282.4273418710255,97.31236656476139,79.8415089878743,56.0,Female,40.0,154.0,57.245466562594686,Rainy,10.0
11315,Exercise 6,299.7325511595325,92.6217464712227,85.37821869735383,25.0,Female,53.0,177.0,39.04087767205823,Cloudy,2.0
11316,Exercise 1,233.22563427733039,90.18537734226673,85.44371399719323,,Male,44.0,156.0,,,7.0
11317,Exercise 10,237.95757264912672,83.75108364758822,76.37898175019407,51.0,Female,29.0,148.0,53.95071531032491,Cloudy,1.0
11318,Exercise 2,248.83002400128328,89.6521404829714,79.82760880564783,21.0,Female,45.0,189.0,42.843208026334366,Sunny,1.0
11319,Exercise 3,280.26135087155217,97.48394187575724,73.91142064398872,37.0,Female,26.0,151.0,34.931004751216015,Sunny,3.0
11320,Exercise 4,227.9570195801604,,,23.0,Male,28.0,,48.24248497850328,Sunny,9.0
11321,Exercise 2,246.46893529764895,81.72356843505392,80.32446244966457,42.0,Female,32.0,169.0,47.69754444473432,Sunny,
11322,Exercise 7,246.07406964325207,88.64488984068414,79.05451677929246,48.0,Female,31.0,142.0,32.883402664938735,Rainy,5.0
11323,Exercise 1,293.7800388754248,87.40781777895069,75.45871794461779,50.0,Female,24.0,164.0,61.97835817798332,Cloudy,9.0
11324,Exercise 3,250.61234276145768,89.36031657275221,76.41943479085165,36.0,Female,,156.0,43.99455843827906,Cloudy,2.0
11325,Exercise 3,243.14909341161842,81.92263355615162,75.98615430547792,34.0,Female,31.0,,37.14407322085171,Sunny,6.0
11326,Exercise 1,266.3272240129203,87.56698424497296,88.03708401376936,47.0,,23.0,143.0,42.72504575861833,Rainy,10.0
11327,Exercise 7,240.80032708403235,86.2994150928507,80.6787579813064,31.0,Female,22.0,163.0,47.51385147091122,Sunny,1.0
11328,Exercise 10,226.81553192740773,92.8982094702538,88.03583987173123,22.0,Female,38.0,185.0,41.974661609100124,Rainy,7.0
11329,Exercise 5,201.02105814532334,,75.04175686613327,59.0,,,178.0,41.45358870234762,Rainy,1.0
11330,Exercise 7,224.2031567606801,82.7605452301304,87.51979562450845,45.0,Female,50.0,185.0,66.0586883400418,Sunny,2.0
11331,Exercise 2,251.24500874224267,81.1318847803897,75.5295238021976,25.0,Male,52.0,152.0,30.294685042351645,Cloudy,4.0
11332,Exercise 3,279.5280019974232,84.33250371270627,80.7111168744543,36.0,Male,57.0,181.0,56.95932879998564,Rainy,9.0
11333,Exercise 1,228.9166315635465,81.46292412857375,78.81305111410569,36.0,Female,47.0,175.0,57.96878388117356,Cloudy,2.0
11334,Exercise 5,,80.05283469293178,70.68250064094282,28.0,Male,29.0,161.0,62.03802434332787,Rainy,
11335,Exercise 7,215.92172220263436,83.98510815722638,71.30940711942158,51.0,Male,21.0,187.0,61.089206390961564,Cloudy,2.0
11336,Exercise 1,221.95778167384222,84.15748469647272,70.94721767227595,48.0,Male,44.0,163.0,42.447891010348705,Cloudy,
11337,Exercise 10,293.6853048967499,80.17132134296,78.57696501827448,,Male,51.0,151.0,60.66345250627045,Rainy,4.0
11338,Exercise 4,293.79796775436887,83.4526497950262,,43.0,Male,,189.0,62.09561388978291,Sunny,4.0
11339,Exercise 9,236.50675333637713,84.42553532242519,87.2598109007988,21.0,Female,40.0,183.0,66.25366121195403,Cloudy,7.0
11340,Exercise 9,237.04592673141894,99.9369290785258,73.63922834255105,59.0,Female,52.0,145.0,36.337682570348385,Rainy,9.0
11341,Exercise 2,267.23102023820763,96.23386525574197,71.95205539857898,33.0,Male,33.0,182.0,56.0911465879025,Rainy,1.0
